PartnerPolicy,Trial,Intentions_RT,Agency,Control,Game,Age,Education,Ethnicity,Religion,Sex,Persec,SocRef,ICARTot,ICARrt,Response,Type1,Type2,Option1_PPT,Option1_Partner,Option2_PPT,Option2_Partner,Diff1,Diff2,Choice,ChoiceAction,id
Competative,2,5319.295,6,1,Choose,35,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,8,15,6,41410.41,1,Prosocial,Competative,8,8,8,2,0,6,Prosocial,1,61
Competative,3,5000.47,6,1,Choose,35,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,8,15,6,41410.41,1,Individual,Competitive,11,6,9,2,7,5,Individual,2,61
Competative,4,2691.66,6,1,Choose,35,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,8,15,6,41410.41,1,Prosocial,Competative,6,6,6,2,0,4,Prosocial,1,61
Competative,5,4279.075,6,1,Choose,35,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,8,15,6,41410.41,2,Prosocial,Individual,6,6,10,5,0,5,Individual,2,61
Competative,6,2108.335,6,1,Choose,35,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,8,15,6,41410.41,2,Individual,Prosocial,12,5,10,10,0,7,Prosocial,1,61
Competative,7,4061.69,6,1,Choose,35,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,8,15,6,41410.41,1,Individual,Competative,10,6,8,2,6,4,Individual,2,61
Competative,8,3062.49,6,1,Choose,35,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,8,15,6,41410.41,2,Prosocial,Individual,7,7,10,5,0,5,Individual,2,61
Competative,9,2056.025,6,1,Choose,35,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,8,15,6,41410.41,2,Competative,Individual,7,2,8,5,5,3,Individual,2,61
Competative,10,3098.585,6,1,Choose,35,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,8,15,6,41410.41,2,Competative,Individual,8,2,9,5,6,4,Individual,2,61
Competative,11,3697.175,6,1,Choose,35,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,8,15,6,41410.41,2,Competative,Individual,6,2,8,5,4,3,Individual,2,61
Competative,12,4123.155,6,1,Choose,35,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,8,15,6,41410.41,1,Individual,Prosocial,12,5,9,9,0,7,Individual,2,61
Competative,13,3062.94,6,1,Choose,35,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,8,15,6,41410.41,2,Prosocial,Individual,8,8,10,5,0,5,Individual,2,61
Competative,14,4813.245,6,1,Choose,35,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,8,15,6,41410.41,1,Individual,Competative,12,6,10,2,8,6,Individual,2,61
Competative,15,1653.12,6,1,Choose,35,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,8,15,6,41410.41,1,Prosocial,Competative,7,7,7,2,0,5,Prosocial,1,61
Competative,16,3478.61,6,1,Choose,35,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,8,15,6,41410.41,1,Individual,Prosocial,12,5,8,8,0,7,Individual,2,61
Competative,17,2280.335,6,1,Choose,35,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,8,15,6,41410.41,2,Competative,Prosocial,9,5,9,9,0,4,Prosocial,1,61
Competative,18,1753.01,6,1,Choose,35,Secondary School (GCSE or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,8,15,6,41410.41,2,Competative,Prosocial,8,5,8,8,0,3,Prosocial,1,61
Competative,1,16131.38,56,1,Choose,58,Postgraduate Degree (e.g. MA; MSc),"""White""",Christian,Female,0,3,2,19915.92,1,Individual,Competative,12,6,10,2,8,6,Individual,2,62
Competative,2,6280.14,56,1,Choose,58,Postgraduate Degree (e.g. MA; MSc),"""White""",Christian,Female,0,3,2,19915.92,1,Prosocial,Individual,8,8,10,5,0,5,Prosocial,1,62
Competative,3,6639.35,56,1,Choose,58,Postgraduate Degree (e.g. MA; MSc),"""White""",Christian,Female,0,3,2,19915.92,2,Competative,Individual,6,2,8,5,4,3,Individual,2,62
Competative,4,2993.635,56,1,Choose,58,Postgraduate Degree (e.g. MA; MSc),"""White""",Christian,Female,0,3,2,19915.92,2,Competative,Prosocial,8,5,8,8,0,3,Prosocial,1,62
Competative,5,4285.46,56,1,Choose,58,Postgraduate Degree (e.g. MA; MSc),"""White""",Christian,Female,0,3,2,19915.92,2,Prosocial,Competative,7,7,7,2,0,5,Competative,3,62
Competative,6,3751.92,56,1,Choose,58,Postgraduate Degree (e.g. MA; MSc),"""White""",Christian,Female,0,3,2,19915.92,1,Competative,Prosocial,10,5,10,10,0,5,Competative,3,62
Competative,7,7627.545,56,1,Choose,58,Postgraduate Degree (e.g. MA; MSc),"""White""",Christian,Female,0,3,2,19915.92,2,Competative,Individual,8,2,9,5,6,4,Individual,2,62
Competative,8,2516.78,56,1,Choose,58,Postgraduate Degree (e.g. MA; MSc),"""White""",Christian,Female,0,3,2,19915.92,2,Competative,Individual,7,2,8,5,5,3,Individual,2,62
Competative,9,1793.765,56,1,Choose,58,Postgraduate Degree (e.g. MA; MSc),"""White""",Christian,Female,0,3,2,19915.92,2,Competative,Prosocial,9,5,9,9,0,4,Prosocial,1,62
Competative,10,2445.74,56,1,Choose,58,Postgraduate Degree (e.g. MA; MSc),"""White""",Christian,Female,0,3,2,19915.92,2,Individual,Prosocial,12,5,9,9,0,7,Prosocial,1,62
Competative,11,6727.28,56,1,Choose,58,Postgraduate Degree (e.g. MA; MSc),"""White""",Christian,Female,0,3,2,19915.92,1,Prosocial,Competative,8,8,8,2,0,6,Prosocial,1,62
Competative,12,4295.24,56,1,Choose,58,Postgraduate Degree (e.g. MA; MSc),"""White""",Christian,Female,0,3,2,19915.92,1,Prosocial,Individual,7,7,10,5,0,5,Prosocial,1,62
Competative,13,2269.44,56,1,Choose,58,Postgraduate Degree (e.g. MA; MSc),"""White""",Christian,Female,0,3,2,19915.92,1,Prosocial,Competative,6,6,6,2,0,4,Prosocial,1,62
Competative,14,7614.625,56,1,Choose,58,Postgraduate Degree (e.g. MA; MSc),"""White""",Christian,Female,0,3,2,19915.92,2,Individual,Prosocial,12,5,8,8,0,7,Prosocial,1,62
Competative,15,3683.33,56,1,Choose,58,Postgraduate Degree (e.g. MA; MSc),"""White""",Christian,Female,0,3,2,19915.92,1,Prosocial,Individual,6,6,10,5,0,5,Prosocial,1,62
Competative,16,3104.67,56,1,Choose,58,Postgraduate Degree (e.g. MA; MSc),"""White""",Christian,Female,0,3,2,19915.92,1,Individual,Competative,10,6,8,2,6,4,Individual,2,62
Competative,17,3186.005,56,1,Choose,58,Postgraduate Degree (e.g. MA; MSc),"""White""",Christian,Female,0,3,2,19915.92,1,Individual,Competitive,11,6,9,2,7,5,Individual,2,62
Competative,18,4678.765,56,1,Choose,58,Postgraduate Degree (e.g. MA; MSc),"""White""",Christian,Female,0,3,2,19915.92,2,Individual,Prosocial,12,5,10,10,0,7,Prosocial,1,62
Competative,1,12978.815,31,1,Choose,27,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,0,10,9,33086.94,1,Individual,Competative,12,6,10,2,8,6,Individual,2,63
Competative,2,5743.455,31,1,Choose,27,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,0,10,9,33086.94,1,Prosocial,Competative,7,7,7,2,0,5,Prosocial,1,63
Competative,3,26244.335,31,1,Choose,27,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,0,10,9,33086.94,1,Individual,Competative,10,6,8,2,6,4,Individual,2,63
Competative,4,6946.155,31,1,Choose,27,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,0,10,9,33086.94,2,Competative,Prosocial,9,5,9,9,0,4,Prosocial,1,63
Competative,5,3894.92,31,1,Choose,27,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,0,10,9,33086.94,1,Prosocial,Competative,6,6,6,2,0,4,Prosocial,1,63
Competative,6,3402.81,31,1,Choose,27,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,0,10,9,33086.94,2,Competative,Individual,6,2,8,5,4,3,Individual,2,63
Competative,7,5499.65,31,1,Choose,27,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,0,10,9,33086.94,2,Individual,Prosocial,12,5,8,8,0,7,Prosocial,1,63
Competative,8,5661.215,31,1,Choose,27,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,0,10,9,33086.94,1,Individual,Competitive,11,6,9,2,7,5,Individual,2,63
Competative,9,2432.325,31,1,Choose,27,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,0,10,9,33086.94,1,Prosocial,Competative,8,8,8,2,0,6,Prosocial,1,63
Competative,10,1861.77,31,1,Choose,27,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,0,10,9,33086.94,2,Individual,Prosocial,12,5,10,10,0,7,Prosocial,1,63
Competative,11,3266.515,31,1,Choose,27,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,0,10,9,33086.94,2,Individual,Prosocial,12,5,9,9,0,7,Prosocial,1,63
Competative,12,2225.44,31,1,Choose,27,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,0,10,9,33086.94,1,Prosocial,Individual,7,7,10,5,0,5,Prosocial,1,63
Competative,13,6723.53,31,1,Choose,27,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,0,10,9,33086.94,2,Competative,Individual,7,2,8,5,5,3,Individual,2,63
Competative,14,2199.67,31,1,Choose,27,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,0,10,9,33086.94,1,Prosocial,Individual,8,8,10,5,0,5,Prosocial,1,63
Competative,15,4102.22,31,1,Choose,27,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,0,10,9,33086.94,2,Competative,Individual,8,2,9,5,6,4,Individual,2,63
Competative,16,1509.02,31,1,Choose,27,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,0,10,9,33086.94,2,Competative,Prosocial,10,5,10,10,0,5,Prosocial,1,63
Competative,17,1787.195,31,1,Choose,27,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,0,10,9,33086.94,2,Competative,Prosocial,8,5,8,8,0,3,Prosocial,1,63
Competative,18,1687.685,31,1,Choose,27,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,0,10,9,33086.94,1,Prosocial,Individual,6,6,10,5,0,5,Prosocial,1,63
Competative,1,3586.3,44,1,Choose,40,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,0,1,4,31552.81,2,Prosocial,Individual,6,6,10,5,0,5,Individual,2,64
Competative,2,2667.8,44,1,Choose,40,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,0,1,4,31552.81,1,Individual,Prosocial,12,5,9,9,0,7,Individual,2,64
Competative,3,2604.8,44,1,Choose,40,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,0,1,4,31552.81,2,Competative,Individual,6,2,8,5,4,3,Individual,2,64
Competative,4,1634.2,44,1,Choose,40,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,0,1,4,31552.81,1,Individual,Competative,12,6,10,2,8,6,Individual,2,64
Competative,5,1354.8,44,1,Choose,40,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,0,1,4,31552.81,2,Prosocial,Individual,7,7,10,5,0,5,Individual,2,64
Competative,6,4666.2,44,1,Choose,40,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,0,1,4,31552.81,2,Competative,Prosocial,8,5,8,8,0,3,Prosocial,1,64
Competative,7,1595.6,44,1,Choose,40,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,0,1,4,31552.81,2,Competative,Individual,8,2,9,5,6,4,Individual,2,64
Competative,8,2025,44,1,Choose,40,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,0,1,4,31552.81,2,Competative,Prosocial,9,5,9,9,0,4,Prosocial,1,64
Competative,9,1268.2,44,1,Choose,40,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,0,1,4,31552.81,1,Individual,Competative,10,6,8,2,6,4,Individual,2,64
Competative,10,947.2,44,1,Choose,40,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,0,1,4,31552.81,2,Prosocial,Individual,8,8,10,5,0,5,Individual,2,64
Competative,11,2569.7,44,1,Choose,40,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,0,1,4,31552.81,1,Prosocial,Competative,7,7,7,2,0,5,Prosocial,1,64
Competative,12,1100.4,44,1,Choose,40,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,0,1,4,31552.81,1,Individual,Prosocial,12,5,8,8,0,7,Individual,2,64
Competative,13,1521.1,44,1,Choose,40,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,0,1,4,31552.81,1,Prosocial,Competative,6,6,6,2,0,4,Prosocial,1,64
Competative,14,1389.8,44,1,Choose,40,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,0,1,4,31552.81,1,Prosocial,Competative,8,8,8,2,0,6,Prosocial,1,64
Competative,15,1222.4,44,1,Choose,40,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,0,1,4,31552.81,1,Individual,Competitive,11,6,9,2,7,5,Individual,2,64
Competative,16,1283.3,44,1,Choose,40,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,0,1,4,31552.81,2,Competative,Individual,7,2,8,5,5,3,Individual,2,64
Competative,17,992.9,44,1,Choose,40,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,0,1,4,31552.81,1,Individual,Prosocial,12,5,10,10,0,7,Individual,2,64
Competative,18,1607.6,44,1,Choose,40,Undergraduate Degree (e.g. BSc; MBBS),"""White""",Agnostic,Female,0,1,4,31552.81,2,Competative,Prosocial,10,5,10,10,0,5,Prosocial,1,64
Individualist,1,1996.8,28,1,Choose,25,College/Sixth Form (A level or equivalent),"""White""",Christian,Female,6,18,1,4684.42,2,Competative,Individual,7,2,8,5,5,3,Individual,2,65
Individualist,2,1258.045,28,1,Choose,25,College/Sixth Form (A level or equivalent),"""White""",Christian,Female,6,18,1,4684.42,1,Prosocial,Competative,7,7,7,2,0,5,Prosocial,1,65
Individualist,3,2935.245,28,1,Choose,25,College/Sixth Form (A level or equivalent),"""White""",Christian,Female,6,18,1,4684.42,2,Individual,Competative,12,6,10,2,8,6,Competative,3,65
Individualist,4,1421.035,28,1,Choose,25,College/Sixth Form (A level or equivalent),"""White""",Christian,Female,6,18,1,4684.42,2,Competative,Prosocial,8,5,8,8,0,3,Prosocial,1,65
Individualist,5,1260.54,28,1,Choose,25,College/Sixth Form (A level or equivalent),"""White""",Christian,Female,6,18,1,4684.42,1,Prosocial,Individual,7,7,10,5,0,5,Prosocial,1,65
Individualist,6,978.18,28,1,Choose,25,College/Sixth Form (A level or equivalent),"""White""",Christian,Female,6,18,1,4684.42,2,Competative,Prosocial,10,5,10,10,0,5,Prosocial,1,65
Individualist,7,1086.58,28,1,Choose,25,College/Sixth Form (A level or equivalent),"""White""",Christian,Female,6,18,1,4684.42,2,Individual,Prosocial,12,5,9,9,0,7,Prosocial,1,65
Individualist,8,999.955,28,1,Choose,25,College/Sixth Form (A level or equivalent),"""White""",Christian,Female,6,18,1,4684.42,2,Individual,Prosocial,12,5,8,8,0,7,Prosocial,1,65
Individualist,9,1296.65,28,1,Choose,25,College/Sixth Form (A level or equivalent),"""White""",Christian,Female,6,18,1,4684.42,1,Prosocial,Individual,8,8,10,5,0,5,Prosocial,1,65
Individualist,10,979.12,28,1,Choose,25,College/Sixth Form (A level or equivalent),"""White""",Christian,Female,6,18,1,4684.42,2,Competative,Individual,6,2,8,5,4,3,Individual,2,65
Individualist,11,863.77,28,1,Choose,25,College/Sixth Form (A level or equivalent),"""White""",Christian,Female,6,18,1,4684.42,1,Prosocial,Competative,8,8,8,2,0,6,Prosocial,1,65
Individualist,12,1248.215,28,1,Choose,25,College/Sixth Form (A level or equivalent),"""White""",Christian,Female,6,18,1,4684.42,1,Prosocial,Individual,6,6,10,5,0,5,Prosocial,1,65
Individualist,13,965.04,28,1,Choose,25,College/Sixth Form (A level or equivalent),"""White""",Christian,Female,6,18,1,4684.42,2,Competative,Individual,8,2,9,5,6,4,Individual,2,65
Individualist,14,771.085,28,1,Choose,25,College/Sixth Form (A level or equivalent),"""White""",Christian,Female,6,18,1,4684.42,2,Individual,Prosocial,12,5,10,10,0,7,Prosocial,1,65
Individualist,15,711.23,28,1,Choose,25,College/Sixth Form (A level or equivalent),"""White""",Christian,Female,6,18,1,4684.42,2,Competative,Prosocial,9,5,9,9,0,4,Prosocial,1,65
Individualist,16,1317.43,28,1,Choose,25,College/Sixth Form (A level or equivalent),"""White""",Christian,Female,6,18,1,4684.42,1,Individual,Competitive,11,6,9,2,7,5,Individual,2,65
Individualist,17,1785.12,28,1,Choose,25,College/Sixth Form (A level or equivalent),"""White""",Christian,Female,6,18,1,4684.42,1,Individual,Competative,10,6,8,2,6,4,Individual,2,65
Individualist,18,706.675,28,1,Choose,25,College/Sixth Form (A level or equivalent),"""White""",Christian,Female,6,18,1,4684.42,1,Prosocial,Competative,6,6,6,2,0,4,Prosocial,1,65
Individualist,1,1978.33,69,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Agnostic,Male,7,7,5,46039.3,1,Prosocial,Individual,8,8,10,5,0,5,Prosocial,1,66
Individualist,2,2566.67,69,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Agnostic,Male,7,7,5,46039.3,1,Individual,Competitive,11,6,9,2,7,5,Individual,2,66
Individualist,3,1166.29,69,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Agnostic,Male,7,7,5,46039.3,1,Prosocial,Competative,7,7,7,2,0,5,Prosocial,1,66
Individualist,4,1408.515,69,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Agnostic,Male,7,7,5,46039.3,2,Competative,Prosocial,10,5,10,10,0,5,Prosocial,1,66
Individualist,5,2958.18,69,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Agnostic,Male,7,7,5,46039.3,1,Individual,Competative,12,6,10,2,8,6,Individual,2,66
Individualist,6,1505.54,69,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Agnostic,Male,7,7,5,46039.3,1,Competative,Prosocial,8,5,8,8,0,3,Competative,3,66
Individualist,7,1952.815,69,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Agnostic,Male,7,7,5,46039.3,1,Prosocial,Competative,6,6,6,2,0,4,Prosocial,1,66
Individualist,8,1866.325,69,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Agnostic,Male,7,7,5,46039.3,2,Individual,Prosocial,12,5,10,10,0,7,Prosocial,1,66
Individualist,9,1092.375,69,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Agnostic,Male,7,7,5,46039.3,1,Prosocial,Competative,8,8,8,2,0,6,Prosocial,1,66
Individualist,10,2660.285,69,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Agnostic,Male,7,7,5,46039.3,2,Competative,Individual,6,2,8,5,4,3,Individual,2,66
Individualist,11,1492.675,69,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Agnostic,Male,7,7,5,46039.3,1,Individual,Competative,10,6,8,2,6,4,Individual,2,66
Individualist,12,924.385,69,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Agnostic,Male,7,7,5,46039.3,2,Competative,Individual,7,2,8,5,5,3,Individual,2,66
Individualist,13,1199.52,69,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Agnostic,Male,7,7,5,46039.3,2,Competative,Individual,8,2,9,5,6,4,Individual,2,66
Individualist,14,1332.03,69,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Agnostic,Male,7,7,5,46039.3,1,Prosocial,Individual,6,6,10,5,0,5,Prosocial,1,66
Individualist,15,1911.955,69,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Agnostic,Male,7,7,5,46039.3,1,Individual,Prosocial,12,5,9,9,0,7,Individual,2,66
Individualist,16,846.325,69,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Agnostic,Male,7,7,5,46039.3,2,Individual,Prosocial,12,5,8,8,0,7,Prosocial,1,66
Individualist,17,1341.575,69,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Agnostic,Male,7,7,5,46039.3,2,Prosocial,Individual,7,7,10,5,0,5,Individual,2,66
Individualist,18,1026.685,69,1,Choose,37,Undergraduate Degree (e.g. BSc; MBBS),English/Welsh/Scottish/Northern Irish/British,Agnostic,Male,7,7,5,46039.3,2,Competative,Prosocial,9,5,9,9,0,4,Prosocial,1,66
Prosocial,1,5677.15,24,1,Choose,27,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,4,7,6,23940.48,2,Competative,Individual,6,2,8,5,4,3,Individual,2,67
Prosocial,2,3600.765,24,1,Choose,27,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,4,7,6,23940.48,1,Individual,Competative,12,6,10,2,8,6,Individual,2,67
Prosocial,3,2316.9,24,1,Choose,27,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,4,7,6,23940.48,2,Competative,Prosocial,9,5,9,9,0,4,Prosocial,1,67
Prosocial,4,3316.56,24,1,Choose,27,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,4,7,6,23940.48,1,Individual,Prosocial,12,5,8,8,0,7,Individual,2,67
Prosocial,5,1162.285,24,1,Choose,27,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,4,7,6,23940.48,1,Prosocial,Competative,8,8,8,2,0,6,Prosocial,1,67
Prosocial,6,1703.625,24,1,Choose,27,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,4,7,6,23940.48,1,Individual,Competative,10,6,8,2,6,4,Individual,2,67
Prosocial,7,2496.52,24,1,Choose,27,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,4,7,6,23940.48,2,Individual,Prosocial,12,5,10,10,0,7,Prosocial,1,67
Prosocial,8,2190.965,24,1,Choose,27,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,4,7,6,23940.48,2,Prosocial,Individual,7,7,10,5,0,5,Individual,2,67
Prosocial,9,1406.565,24,1,Choose,27,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,4,7,6,23940.48,2,Competative,Individual,7,2,8,5,5,3,Individual,2,67
Prosocial,10,1076.22,24,1,Choose,27,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,4,7,6,23940.48,1,Prosocial,Competative,7,7,7,2,0,5,Prosocial,1,67
Prosocial,11,2775.605,24,1,Choose,27,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,4,7,6,23940.48,1,Prosocial,Individual,8,8,10,5,0,5,Prosocial,1,67
Prosocial,12,1128.815,24,1,Choose,27,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,4,7,6,23940.48,1,Prosocial,Competative,6,6,6,2,0,4,Prosocial,1,67
Prosocial,13,982.73,24,1,Choose,27,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,4,7,6,23940.48,2,Competative,Individual,8,2,9,5,6,4,Individual,2,67
Prosocial,14,4022.72,24,1,Choose,27,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,4,7,6,23940.48,1,Individual,Prosocial,12,5,9,9,0,7,Individual,2,67
Prosocial,15,1282.62,24,1,Choose,27,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,4,7,6,23940.48,2,Prosocial,Individual,6,6,10,5,0,5,Individual,2,67
Prosocial,16,1314.61,24,1,Choose,27,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,4,7,6,23940.48,2,Competative,Prosocial,10,5,10,10,0,5,Prosocial,1,67
Prosocial,17,1421.645,24,1,Choose,27,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,4,7,6,23940.48,2,Competative,Prosocial,8,5,8,8,0,3,Prosocial,1,67
Prosocial,18,1780.21,24,1,Choose,27,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Male,4,7,6,23940.48,1,Individual,Competitive,11,6,9,2,7,5,Individual,2,67
Competative,1,3328.125,50,0,Choose,32,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,7,11,1,7410.3,2,Competative,Individual,6,2,8,5,4,3,Individual,2,68
Competative,2,1789.715,50,0,Choose,32,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,7,11,1,7410.3,2,Competative,Prosocial,9,5,9,9,0,4,Prosocial,1,68
Competative,3,1518.07,50,0,Choose,32,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,7,11,1,7410.3,2,Individual,Prosocial,12,5,8,8,0,7,Prosocial,1,68
Competative,4,1348.02,50,0,Choose,32,College/Sixth Form (A level or equivalent),English/Welsh/Scottish/Northern Irish/British,Atheist,Female,7,11,1,7410.3,1,Prosocial,Competative,7,7,7,2,0,5,Prosocial,1,68
